Accession	iXnos
AtCD00536215	1.19290322932153
AtCD00536216	1.0814179652439
AtCD00536232	1.0952097006433
AtCD00536233	1.10910103734555
AtCD00536234	1.06291598967677
AtCD00536235	1.06562441827683
AtCD00536506	0.979266842866952
AtCD00536507	1.14785817236332
AtCD00536508	1.14964070332234
AtCD00540476	1.17089492608967
AtCD00540477	1.14879396635533
AtCD00540478	1.08826007276137
AtCD00540479	1.07732083630454
AtCD00540517	1.12652654515727
AtCD00540518	1.08845743735315
AtCD00540883	0.983270353529959
AtCD00540938	1.40901358847362
AtCD00546454	1.17938665376568
AtCD00589305	1.1758906187678
AtCD00589306	0.872868305718121
AtCD00589307	1.1602233128867
AtCD00589308	0.976385731220845
AtCD00589309	1.16702919332547
AtCD00589310	0.992924865736851
AtCD00589311	1.02741425639324
AtCD00589312	0.975011813390277
AtCD00589313	1.13979492873112
AtCD00589314	1.11309738070153
AtCD00589315	0.96517334102044
AtCD00589316	0.975965538183509
AtCD00589317	0.984360691746704
AtCD00589318	0.871679919586299
AtCD00589319	1.01395288709213
AtCD00589320	0.986576483390747
AtCD00589321	1.03092551880446
AtCD00589322	1.11707996605455
AtCD00589323	1.04093624874499
AtCD00589324	1.25127508714085
AtCD00589325	1.03534396426229
AtCD00589326	1.00102782315675
AtCD00589328	1.08419587957337
AtCD00589329	0.999313590428992
AtCD00589330	1.13745410006341
AtCD00589331	1.07250838730731
AtCD00589332	0.906524501225904
AtCD00589333	1.08615878338553
AtCD00589334	0.973283791658711
AtCD00589335	1.10082963039408
AtCD00589336	0.874885176519334
AtCD00589337	1.14696449613364
AtCD00589338	1.06824082712264
AtCD00591460	0.94590544466468
AtCD00591461	1.088240055472
AtCD00626496	1.08812141296521
AtCD00627709	1.12572153400384
AtCD00627710	1.10948228183209
AtCD00627840	1.05972633012081
AtCD00627841	1.07413755058137
AtCD00627871	1.09453770936882
AtCD00627872	0.971738107523399
AtCD00627873	1.05753764965506
AtCD00665331	0.90649012578637
AtCD00665931	1.12308706724805
AtCD00665932	1.07889198684966
AtCD00666137	0.98267255232681
AtCD00666138	0.957451472853961
AtCD00666260	1.1724629373199
AtCD00670531	0.792166836510159
AtCD00670651	0.868466638768981
AxCD00584512	0.916910613194686
AxCD00596915	0.90974268112079
AxCD00596916	0.907984868996907
AxCD00600559	0.774080160360349
AxCD00600560	0.784937760006338
AxCD00600561	0.756729677902856
AxCD00600562	0.731942251899582
BaCD00331170	0.894948380002129
BaCD00331171	0.920263803302896
BaCD00331172	0.997681564746522
BaCD00331173	1.24032299249544
BaCD00331174	1.11551483561601
BaCD00331175	1.12076886055894
BaCD00596905	1.38587620431444
BaCD00598691	1.24615837468999
BaCD00626354	1.03377839924243
BbCD00331033	0.809941919986467
BbCD00331034	0.655289239010101
BbCD00331035	0.792054077559147
BbCD00331036	0.708154864409354
BbCD00331037	0.651077841371786
BbCD00331038	0.806377565212382
BbCD00334967	0.780201060048104
BbCD00334968	0.791580593033225
BbCD00338322	0.872122574256264
BbCD00338820	1.04343657810427
BbCD00338821	0.994159627869913
BbCD00338822	1.04799740887575
BbCD00339544	0.83508441163124
BbCD00339545	0.851444223552762
BbCD00339756	0.85692911809381
BbCD00339785	1.17010317466802
BbCD00339786	1.16436994321523
BbCD00339965	0.825550853296903
BbCD00343821	0.72559610256353
BbCD00343822	0.684809583861687
BbCD00343823	0.674027178298538
BbCD00384829	0.926334290657007
BbCD00384830	1.1767087219193
BbCD00384831	0.943178435409139
BbCD00384832	1.12708274178297
BbCD00384833	0.970630881154743
BbCD00384834	1.20529095020824
BbCD00384835	1.20505550692796
BbCD00384836	1.09484439831554
BbCD00384837	0.990864773749148
BbCD00384838	1.1043129298169
BbCD00384904	1.17787002885608
BbCD00384905	1.14176177462093
BbCD00384906	1.34813070851522
BbCD00384907	1.20132405775236
BbCD00384908	1.16589292197898
BbCD00385182	0.975451628995065
BbCD00385183	1.2070385855302
BbCD00385184	1.07024527208551
BbCD00385185	0.85793926785967
BbCD00385186	1.07909786091453
BbCD00385187	1.08403125617699
BbCD00385188	1.24579856789993
BbCD00385189	1.12851505697891
BbCD00385190	0.837085276334915
BbCD00385191	1.09214711301917
BbCD00385192	1.25563481906415
BbCD00385193	1.27891100666603
BbCD00385270	1.09904782165039
BbCD00385282	0.508198332965998
BbCD00385283	0.870224244783131
BbCD00385284	0.677210264486028
BbCD00385285	0.653661292710647
BbCD00385286	0.810888223846909
BbCD00423458	1.2082381442861
BbCD00530996	1.12716303180648
BbCD00531275	1.09977536136434
BbCD00531289	0.881859932279358
BbCD00536220	0.994145222538056
BbCD00536221	1.00885984757739
BbCD00536427	0.658581772214421
BbCD00539780	1.19413750945204
BbCD00539781	1.17625734475303
BbCD00539782	1.20109201987035
BbCD00539783	1.32745981594075
BbCD00539784	1.22521302948519
BbCD00539785	1.08668663136589
BbCD00539786	1.23099550303147
BbCD00539787	1.08407603388164
BbCD00539788	1.20734248959274
BbCD00539789	1.12096876349736
BbCD00539790	1.20922421162074
BbCD00539791	1.16450210708211
BbCD00539792	1.22177799226452
BbCD00539793	1.12960288451769
BbCD00539794	1.10095525523321
BbCD00539795	1.19130555835567
BbCD00539796	1.27039229974678
BbCD00539797	1.24692955363652
BbCD00539798	1.19352526125958
BbCD00539799	1.2036545033645
BbCD00539800	1.22469970077336
BbCD00539992	1.08946611125863
BbCD00540021	0.7316597504934
BbCD00540022	0.735108422404604
BbCD00540023	0.746213209573178
BbCD00540024	0.730257309421554
BbCD00540100	1.34353096878617
BbCD00540101	1.12465552084283
BbCD00540102	1.33584163509848
BbCD00540446	0.701653253647081
BbCD00541045	0.744627460714705
BbCD00541046	0.720334309933013
BbCD00541047	0.721093570459512
BbCD00584514	1.16261089192321
BbCD00584515	1.08361013056335
BbCD00596929	1.156255016563
BbCD00597215	1.10566736391016
BbCD00597216	1.02779069470796
BbCD00597217	1.16067999452606
BbCD00597218	0.915551135179604
BbCD00597219	1.14597520028515
BbCD00597220	1.18599955034386
BbCD00597221	0.947471134213587
BbCD00597222	1.17483623250143
BbCD00597223	1.18072029001892
BbCD00597224	1.22769141829916
BbCD00597225	1.24400796935861
BbCD00597226	1.17060586551787
BbCD00597227	1.23825097800856
BbCD00597228	1.11622308472872
BbCD00597229	1.1276989198827
BbCD00597230	1.20044996360624
BbCD00597231	1.12786672175007
BbCD00598842	1.16469015534143
BbCD00600787	1.10507288320241
BbCD00600788	1.12168339042509
BbCD00627887	1.13006055720919
BbCD00627888	1.18510517352865
BbCD00627889	1.06374043898136
BbCD00627890	0.915569874980885
BbCD00628072	1.23241201502605
BbCD00628113	0.831349599481727
BbCD00670505	1.0756527357805
BcCD00331029	0.898295925662848
BcCD00331030	0.672686175787266
BcCD00331031	0.963160124577288
BcCD00331032	0.956711911260054
BcCD00331471	0.997766636795871
BcCD00331474	0.915482496136092
BcCD00331476	0.943000553565514
BcCD00331620	0.887491968144794
BcCD00331695	1.0000662626001
BcCD00331696	0.79546301228274
BcCD00331936	0.937080218269074
BcCD00331937	1.1735669024821
BcCD00331938	1.14998316749565
BcCD00334732	0.902679293756075
BcCD00334733	0.678453103598463
BcCD00334734	0.887679885948022
BcCD00334735	0.786546261570234
BcCD00334736	0.771191759183389
BcCD00334858	0.69908312802134
BcCD00334859	0.741121999166299
BcCD00334860	0.799637381117988
BcCD00334861	0.981982688774561
BcCD00334862	0.708082507859463
BcCD00334863	0.616766022658722
BcCD00334864	0.823066054523257
BcCD00334865	0.632384147036033
BcCD00334866	0.780066459615581
BcCD00334867	0.790317236847397
BcCD00334868	0.802988723635305
BcCD00334869	0.797264392299996
BcCD00334870	0.934076191241707
BcCD00336865	0.953002669092651
BcCD00336866	0.716137473715616
BcCD00338319	0.654611348955753
BcCD00338320	0.595281000657484
BcCD00338321	0.610405275772501
BcCD00338397	0.830576479364804
BcCD00338398	0.836652935180052
BcCD00338502	0.827025191757135
BcCD00338503	0.80309028605917
BcCD00338504	0.788531690222072
BcCD00338585	0.983468589361558
BcCD00338586	0.831283147660859
BcCD00338955	1.21274429219805
BcCD00338956	1.19524176404817
BcCD00339512	0.822853529519523
BcCD00339513	0.951905037079445
BcCD00339514	0.902247656967559
BcCD00339515	0.744698154614937
BcCD00339516	0.935433688801885
BcCD00339517	0.728610433588659
BcCD00339518	0.769950499273276
BcCD00339519	0.771439575552533
BcCD00339520	0.817914346050829
BcCD00339542	0.928897479301594
BcCD00339543	0.929517229922194
BcCD00339700	0.860473998683064
BcCD00339753	0.867285153438385
BcCD00339754	0.895218304910506
BcCD00339755	0.863316192793138
BcCD00340086	0.751574670171282
BcCD00384743	0.82984456836014
BcCD00384744	0.767872740171737
BcCD00384745	0.783905885027238
BcCD00384792	0.627117222247512
BcCD00384793	0.845256671734793
BcCD00384794	0.664624273979067
BcCD00384795	0.721986876930982
BcCD00384995	0.783015685555145
BcCD00384996	0.620375662960792
BcCD00384997	0.951334917614402
BcCD00384998	0.687712202665288
BcCD00384999	0.837695921011462
BcCD00385000	0.697141171175768
BcCD00385001	0.83761574295215
BcCD00385002	0.823824656431238
BcCD00385003	0.777852975039887
BcCD00385004	0.510538624330931
BcCD00385005	0.621434012000436
BcCD00385006	0.674687458217901
BcCD00385007	0.792402213108431
BcCD00385008	0.762784988864551
BcCD00385009	0.894280435337505
BcCD00385010	0.678072670804687
BcCD00385011	0.937331002878531
BcCD00385012	0.703123471544319
BcCD00385013	0.687101049782026
BcCD00385014	0.628963234316398
BcCD00385015	0.698610555416372
BcCD00385016	0.843340308533447
BcCD00385017	0.680552882256378
BcCD00422900	0.680401503542052
BcCD00423092	0.901877742027853
BcCD00423093	0.938140973955524
BcCD00423094	0.838299666085387
BcCD00423099	0.879062447235421
BcCD00423115	0.917353243442753
BcCD00530737	0.832310044325628
BcCD00530738	0.813285778451656
BcCD00531013	0.897168890811996
BcCD00531160	0.712206751693191
BcCD00536422	0.783835250171461
BcCD00536423	0.563676339970178
BcCD00536424	0.786428061056333
BcCD00536425	0.790859085333494
BcCD00536426	0.684568400822203
BcCD00536496	1.26105966845258
BcCD00540347	0.76381241794812
BcCD00540417	0.598369913526216
BcCD00540698	0.900059777778542
BcCD00540699	0.893205310243535
BcCD00540748	0.83755801016675
BcCD00540749	0.839034302441183
BcCD00540750	0.837344170986108
BcCD00540751	0.838831703556063
BcCD00540752	0.858425887075014
BcCD00540753	0.820800353887584
BcCD00540754	0.857937340596062
BcCD00540756	0.850573207700655
BcCD00540757	0.845750589127045
BcCD00540758	0.844503522381631
BcCD00540759	0.838873060714151
BcCD00540760	0.805319635354559
BcCD00540936	0.632693596401937
BcCD00540937	0.675770916881468
BcCD00546494	0.816178292862314
BcCD00546495	0.820736616954017
BcCD00546526	0.758121125983018
BcCD00546527	0.764832764666877
BcCD00546528	0.727137099476641
BcCD00583995	0.76451497182989
BcCD00584513	0.664800966645068
BcCD00591467	0.831979190232979
BcCD00627886	0.672784770711378
BcCD00627907	0.706573382780875
BcCD00627908	0.749075480838629
BcCD00628078	0.818408811844674
BcCD00665639	0.760554608763901
BcCD00665958	0.804535273508887
BcCD00665959	0.868972823349144
BcCD00666031	0.671823546864787
BcCD00666251	0.852255347039416
BcCD00666269	0.891872047082178
BfCD00334718	0.790895907713913
BfCD00334719	0.699620298711974
BfCD00334720	0.79953127188592
BfCD00334721	0.875587933205272
BfCD00334722	0.781016808977799
BfCD00334723	0.770523290994169
BfCD00334724	0.905635396638759
BfCD00334725	0.736612474561704
BfCD00334726	0.765047754091985
BfCD00334727	0.786558243210194
BfCD00334728	0.771754817000993
BfCD00334729	0.822460526594968
BfCD00334730	0.732786106941405
BfCD00334731	0.697395181808761
BfCD00334774	1.04517696983326
BfCD00334775	1.02909142500398
BfCD00334776	1.1123567812321
BfCD00334777	1.04162977582648
BfCD00334938	0.72940404967775
BfCD00334939	0.695270637792146
BfCD00334940	1.05989890839606
BfCD00334941	0.995703457905378
BfCD00334942	0.886855575320125
BfCD00334966	0.806275334933569
BfCD00336862	0.808396208120964
BfCD00336863	0.919142662115457
BfCD00338396	1.00358512971233
BfCD00338582	0.830392127195171
BfCD00338583	0.990604286402211
BfCD00338584	0.788596115939494
BfCD00339541	0.873424605660374
BfCD00339747	1.12580266410795
BfCD00339748	0.88614458530551
BfCD00339749	1.08753443485397
BfCD00339750	1.06226509373795
BfCD00339751	1.01524924602208
BfCD00339752	1.05822019352502
BfCD00339900	0.909393396797543
BfCD00339901	0.935154434141106
BfCD00339902	0.75255591926302
BfCD00339903	0.907238942477809
BfCD00339904	0.90730612530404
BfCD00339905	0.890353144510894
BfCD00339906	0.747282971583968
BfCD00339907	0.966916395668008
BfCD00339908	0.738395546263772
BfCD00339909	0.928940559992332
BfCD00339910	0.895521561870232
BfCD00339911	0.93822342682095
BfCD00339912	0.927477032333906
BfCD00339913	0.802956695852429
BfCD00339914	0.872133684828473
BfCD00339915	0.826513557161092
BfCD00339916	0.83619562028099
BfCD00339917	0.799804892367111
BfCD00339918	0.92936903349252
BfCD00339919	0.868308354264695
BfCD00342921	0.599524479053812
BfCD00342922	0.872005187921076
BfCD00342923	0.886659348924617
BfCD00342924	0.802053346308916
BfCD00342925	0.728977208692777
BfCD00344093	0.70464817441643
BfCD00344094	0.868648590865868
BfCD00344095	0.667963969466855
BfCD00344096	0.693183620315547
BfCD00344097	0.847694671980983
BfCD00344098	0.71599009288075
BfCD00344099	0.97502756555752
BfCD00344100	0.852983187399869
BfCD00344101	0.762803221784958
BfCD00344102	0.965444679096179
BfCD00385019	0.841063423382077
BfCD00422884	0.720158315190605
BfCD00422885	0.740101432278037
BfCD00422886	0.918021793987877
BfCD00422887	0.780036987983489
BfCD00422888	0.734596986049359
BfCD00422890	1.10483547819914
BfCD00422954	0.841978634164584
BfCD00423043	0.908382709342133
BfCD00423138	0.729926950032746
BfCD00530734	1.01041679366157
BfCD00530735	0.73721871470658
BfCD00530749	0.679335001216166
BfCD00530750	0.863988174955292
BfCD00530751	0.77066440613601
BfCD00530752	0.73834075439954
BfCD00530753	1.10269518874546
BfCD00530754	0.833558992875185
BfCD00530755	0.764351305677159
BfCD00530756	0.758251093385649
BfCD00530757	0.871689746951295
BfCD00530762	0.752741533806357
BfCD00530907	1.02139793463758
BfCD00539965	0.84777548440378
BfCD00539969	0.871302851297272
BfCD00540326	0.921159195757772
BfCD00540327	1.04856289682828
BfCD00540696	0.813106982635249
BfCD00540697	0.927438138993273
BfCD00540746	0.881638008298917
BfCD00540747	0.892055291946629
BfCD00546520	0.893265998268137
BfCD00546521	1.05732455328655
BfCD00546522	0.95636160179764
BfCD00546523	1.02147977400555
BfCD00546524	1.12806700970787
BfCD00546525	1.09056947510478
BfCD00583993	0.821068405744951
BfCD00583994	0.828523367342545
BfCD00590536	0.715644437015982
BfCD00590537	0.795794589372579
BfCD00591465	0.922161512684495
BfCD00591466	0.922062342329725
BfCD00591573	0.868399003758674
BfCD00627672	0.951610404392689
BfCD00627673	0.978365583813403
BfCD00627674	0.83379900365681
BfCD00627675	0.992226335679781
BfCD00627676	0.80419556041473
BfCD00627906	0.818911579356392
BfCD00627954	0.859937434331891
BfCD00627982	0.715096514998324
BfCD00628008	1.03949738659841
BfCD00628057	0.913542472273222
BfCD00665947	1.11038331886319
BhCD00331707	0.978473674678629
BhCD00334762	0.876753360074954
BhCD00334763	0.906058687156169
BhCD00334764	0.923773335464957
BhCD00334765	0.969284859629549
BhCD00334766	0.910624036326592
BhCD00334767	0.958975848369684
BhCD00334768	0.918782368969503
BhCD00334769	0.841111728832174
BhCD00334770	0.835409475810958
BhCD00334771	0.900969133731141
BhCD00334772	0.822166646198695
BhCD00334773	0.893167761456486
BhCD00334855	0.890586559398545
BhCD00334856	0.880425803596123
BhCD00334857	0.967747909421794
BhCD00334929	0.959383028471488
BhCD00334935	0.890282712746598
BhCD00334936	0.806424589044402
BhCD00334937	0.960485452252246
BhCD00338393	0.908806265963663
BhCD00338394	0.849107675530558
BhCD00338395	0.730573582921247
BhCD00338501	0.88189584993795
BhCD00339505	0.845513501516431
BhCD00339506	0.911006198128808
BhCD00339507	1.0406806175302
BhCD00339508	0.922972756213247
BhCD00339509	0.945147248329589
BhCD00339510	0.919194884081529
BhCD00339511	1.00470005779526
BhCD00339561	1.0186763237066
BhCD00339562	0.924195355074047
BhCD00339699	0.968606548153099
BhCD00339874	0.786601736787276
BhCD00339875	0.768347768702113
BhCD00339876	0.811803113524948
BhCD00339877	0.763706508696287
BhCD00339878	0.830422702815392
BhCD00339879	0.806863994447027
BhCD00339880	0.802582448726309
BhCD00339881	0.820024604913064
BhCD00339882	0.836461163568623
BhCD00339883	0.775395092662187
